"If non standard port (e.g. 587). If on Google Cloud, try port 2525.",如果非標準埠（例如587）。如果在Google Cloud上，請嘗試使用埠2525。,
"If not set, the currency precision will depend on number format",如果未設定，則貨幣精度將取決於數字格式,
If the condition is satisfied user will be rewarded with the points. eg. doc.status == 'Closed'\n,如果條件滿足，使用者將獲得積分獎勵。例如。 doc.status ==&#39;已關閉&#39;,
"If the user has any role checked, then the user becomes a ""System User"". ""System User"" has access to the desktop",如果使用者有任何檢查的作用，那麼使用者就變成了“系統使用者”。 “系統使用者”訪問桌面,
"If these instructions where not helpful, please add in your suggestions on GitHub Issues.",如果這些說明沒有幫助，請在Github提交你的建議。,
"If this is checked, rows with valid data will be imported and invalid rows will be dumped into a new file for you to import later.",如果選中此選項，將匯入包含有效資料的行，並將無效行轉儲到新檔案中以供稍後匯入。,
If user is the owner,如果使用者是所有者,
"If you are updating, please select ""Overwrite"" else existing rows will not be deleted.",如果你的操作是更新，請選擇“覆蓋”否則現有的行不會刪除。,
If you are updating/overwriting already created records.,如果您正在更新/覆蓋已經建立的記錄。,
"If you are uploading new records, ""Naming Series"" becomes mandatory, if present.",如果你在上傳新紀錄，那麼“名錄”必須指定。,
"If you are uploading new records, leave the ""name"" (ID) column blank.",如果你在上傳新紀錄，那麼“名稱”列必須留空。,
If you don't want to create any new records while updating the older records.,如果您不想在更新舊記錄時建立新記錄。,
"If you set this, this Item will come in a drop-down under the selected parent.",如果勾選，這個專案將出現在選定上級的下級選單。,
"If you think this is unauthorized, please change the Administrator password.",如果你認為這是未經授權的，請更改管理員密碼。,
"If your data is in HTML, please copy paste the exact HTML code with the tags.",如果你的資料是HTML，請複製貼上的標籤準確的HTML程式碼。,
Ignore User Permissions,忽略使用者許可權,
Ignore XSS Filter,忽略XSS過濾器,
Ignore attachments over this size,忽略超過此大小的附件,
Ignore encoding errors,忽略編碼錯誤,
Ignored: {0} to {1},忽略：{0} {1},
Illegal Access Token. Please try again,非法訪問令牌。請再試一次,
Illegal Document Status for {0},{0}的非法文件狀態,
Image Field,影象欄位,
Image Link,圖片連結,
Image field must be a valid fieldname,影象欄位必須是有效的欄位名,
Image field must be of type Attach Image,影象欄位的型別必須為附件影象,
Images,圖片,
Implicit,隱式,
Import,匯入,
Import Email From,匯入電子郵件..,
Import Status,匯入狀態,
Import Subscribers,進口認購,
Import Zip,匯入郵編,
In Filter,在過濾器中,
In Global Search,在全域性搜尋,
In Grid View,在網格檢視,
In Hours,以小時為單位,
In List View,在列表檢視,
In Preview,在預覽中,
In Reply To,在回答,
In Standard Filter,在標準過濾器,
In Valid Request,非法請求,
In points. Default is 9.,以點為單位。預設值是9。,
In seconds,很快,
Include Search in Top Bar,包括在頂欄搜尋,
"Include symbols, numbers and capital letters in the password",在密碼中加入符號，數字和大寫字母,
Incoming email account not correct,收到的電子郵件帳戶不正確,
Incomplete login details,登入詳細資訊不完整,
Incorrect User or Password,不正確的使用者或密碼,
Incorrect Verification code,驗證碼不正確,
Incorrect value in row {0}: {1} must be {2} {3},行{0}中的值有錯誤，{1}必須是{2} {3},
Incorrect value: {0} must be {1} {2},值有錯誤，{0}必須是{1} {2},
Index,索引,
Indicator,指示符,
Info,資訊,
Info:,資訊：,
Initial Sync Count,初始同步計數,
InnoDB,InnoDB,
Insert Above,在上面插入,
Insert After,在後邊插入,
Insert After cannot be set as {0},在後邊插入不能設定為{0},
"Insert After field '{0}' mentioned in Custom Field '{1}', with label '{2}', does not exist",插入自定義欄位“{0}”提到的後場“{1}”，標記為“{2}”不存在,
Insert Below,下面插入,
Insert Column Before {0},在{0}之前插入列,
Insert Style,插入樣式,
Insert new records,插入新記錄,
Instructions Emailed,說明已透過電子郵件傳送,
Insufficient Permission for {0},{0}的許可權不足,
Int,整數,
Integration Request,整合請求,
Integration Request Service,整合請求服務,
Integration Type,整合型,
Integrations,整合,
Integrations can use this field to set email delivery status,整合可以使用此欄位來設定郵件傳送狀態,
Internal Server Error,內部伺服器錯誤,
Internal record of document shares,檔案分享的內部記錄,
Introduce your company to the website visitor.,向網站訪客介紹貴公司。,
Introductory information for the Contact Us Page,聯絡我們頁面的介紹資訊,
Invalid,無效,
"Invalid ""depends_on"" expression",“depends_on”表示式無效,
Invalid Access Key ID or Secret Access Key.,無效的訪問金鑰ID或秘密訪問金鑰。,
Invalid CSV Format,CSV格式無效,
Invalid Home Page,無效的主頁,
Invalid Link,無效連結,
Invalid Login Token,無效的登入令牌,
Invalid Login. Try again.,登入無效。再試一次。,
Invalid Mail Server. Please rectify and try again.,無效的郵件伺服器，請糾正後重試。,
Invalid Outgoing Mail Server or Port,無效的郵件傳送伺服器或埠,
Invalid Output Format,無效的輸出格式,
Invalid Password,無效的密碼,
Invalid Password:,無效的密碼：,
Invalid Request,無效請求,
Invalid Search Field {0},無效的搜尋欄位{0},
Invalid Subscription,訂閱無效,
Invalid Token,令牌無效,
Invalid User Name or Support Password. Please rectify and try again.,無效的使用者名稱或支援密碼。請糾正然後重試。,
Invalid column,無效的列,
Invalid field name {0},欄位名稱{0}無效,
Invalid fieldname '{0}' in autoname,在自動命名無效欄位名“{0}”,
Invalid file path: {0},無效的檔案路徑：{0},
Invalid login or password,無效的登入名或密碼,
Invalid module path,無效的模組路徑,
Invalid naming series (. missing),名錄無效(不存在),
Invalid payment gateway credentials,無效的支付閘道器憑據,
Invalid recipient address,無效的收件人地址,
Invalid {0} condition,{0}條件無效,
Inverse,逆,
Is,是,
Is Attachments Folder,是附件資料夾,
Is Child Table,是否子表,
Is Custom Field,是自定義欄位,
Is First Startup,是第一次啟動,
Is Folder,在資料夾,
Is Global,是全域性性的,
Is Globally Pinned,是全域性固定的,
Is Home Folder,是主資料夾,
Is Mandatory Field,是否必須項,
Is Pinned,固定,
Is Primary Contact,是否主要聯絡人,
Is Private,是私有,
Is Published Field,釋出現場,
Is Published Field must be a valid fieldname,釋出現場必須是有效的欄位名,
Is Single,是模組配置表？,
Is Spam,是垃圾郵件,
Is Standard,是否為標準,
Is Submittable,是否可以提交,
Is Table,為表,
Is Your Company Address,是你的公司地址,
It is risky to delete this file: {0}. Please contact your System Manager.,刪除這個檔案是有風險的：{0}。請聯絡您的系統管理員。,
Item cannot be added to its own descendants,專案不能被新增到自己的後代,
JS,JS,
JSON,JSON,
JavaScript Format: frappe.query_reports['REPORTNAME'] = {},JavaScript格式：frappe.query_reports ['REPORTNAME'] = {},
Javascript to append to the head section of the page.,附加到頁面頭部的Javascript。,
Jinja,神社,
John Doe,John Doe,
Kanban,看板,
Kanban Board Column,看板列,
Kanban Board Name,看板名稱,
Karma,業值,
Keep track of all update feeds,跟蹤所有更新提要,
Keeps track of all communications,跟蹤所有通訊,
Key,鍵值,
Knowledge Base,知識庫,
Knowledge Base Contributor,知識庫貢獻者,
Knowledge Base Editor,知識庫編輯器,
LDAP Email Field,LDAP電子郵件欄位,
LDAP First Name Field,LDAP名現場,
LDAP Not Installed,LDAP未安裝,
LDAP Search String,LDAP搜尋字串,
"LDAP Search String needs to end with a placeholder, eg sAMAccountName={0}",LDAP搜尋字串需要以佔位符結束，例如sAMAccountName = {0},
LDAP Security,LDAP安全性,
LDAP Server Url,LDAP伺服器URL,
LDAP Username Field,LDAP使用者名稱欄位,
LDAP is not enabled.,LDAP未啟用。,
Label Help,標籤幫助,
Label and Type,標籤和型別,
Label is mandatory,標籤是必須項,
Landing Page,著陸頁,
Language,語言,
Language Code,語言程式碼,
"Language, Date and Time settings",語言，日期和時間設定,
Last Active,最後活動,
Last IP,最後登入IP,
Last Known Versions,最後已知版本,
Last Login,最後登入,
Last Message,最後的訊息,
Last Modified By,上次修改者,
Last Modified Date,上次修改日期,
Last Modified On,上次修改,
Last Month,上個月,
Last Point Allocation Date,最後一點分配日期,
Last Quarter,上個季度,
Last Synced On,最後同步,
Last Updated By,最後更新人,
Last Updated On,最後更新日期,
Last User,最後使用者,
Last Week,上個星期,
Last Year,去年,
Last synced {0},上次同步{0},
Leave a Comment,發表評論,
Leave blank to repeat always,留空將總重複,
Leave this conversation,離開這個談話,
Left this conversation,離開了這個談話,
Length,長短,
Length of {0} should be between 1 and 1000,的{0}長度應介於1和1000之間,
Let's avoid repeated words and characters,讓我們避免重複的字和字元,
Let's prepare the system for first use.,讓我們為首次使用準備系統。,
Letter,信,
Letter Head Based On,基於的信頭,
Letter Head Image,信頭影象,
Letter Head Name,信頭名稱,
Letter Head in HTML,HTML格式信頭,
Level Name,級別名稱,
Liked,喜歡,
Liked By,誰喜歡,
Liked by {0},{0}喜歡,
Likes,喜歡,
Limit Number of DB Backups,限制資料庫備份數量,
Line,線,
Link DocType,連結的檔案型別,
Link Expired,連結已過期,
Link Name,連結名稱,
Link Title,連結名稱,
"Link that is the website home page. Standard Links (index, login, products, blog, about, contact)","網站主頁的連結。標準連結如(目錄, 登入, 產品, 部落格, 關於, 聯絡人)",
Link to the page you want to open. Leave blank if you want to make it a group parent.,連結到你想開啟的頁面。如果你想使之成為集團母公司留空。,
Linked,連結,
Linked With,掛具,
Linked with {0},與{0}關聯,
Links,連結,
List,列表,
List Filter,列表過濾器,
List View Setting,列表檢視設定,
List a document type,列出某檔案型別,
"List as [{""label"": _(""Jobs""), ""route"":""jobs""}]",名單[{“標籤”：_（“作業”），“路線”：“工作”}],
List of backups available for download,可供下載的備份目錄,
List of patches executed,已應用補丁列表,
List of themes for Website.,主題的網站名單。,
Load Balancing,負載均衡,
Loading,載入中,
Local DocType,本地檔案型別,
Local Fieldname,本地欄位名稱,
Local Primary Key,本地主鍵,
Locals,當地人,
Log Details,日誌詳情,
Log of Scheduler Errors,日程安排程式錯誤日誌,
Log of error during requests.,錯誤的過程中請求日誌。,
Log of error on automated events (scheduler).,自動事件的錯誤日誌。,
Logged Out,登出,
Logged in as Guest or Administrator,登入為來賓或管理員,
Login,登入,
Login After,登入後,
Login Before,登入前,
Login Id is required,登入ID是必需的,
Login Required,需要登入資訊,
Login Verification Code from {},登入驗證碼從{},
Login and view in Browser,在瀏覽器中登入和檢視,
Login not allowed at this time,不允許在這個時候登入,
"Login session expired, refresh page to retry",登入會話過期，重新整理頁面重試,
Login to comment,登入發表評論,
Login token required,需要登入令牌,
Login with LDAP,與LDAP登入,
Logout,登出,
Long Text,長文字,
Looks like something is wrong with this site's Paypal configuration.,看起來這個網站的Paypal配置有問題。,
Looks like something is wrong with this site's payment gateway configuration. No payment has been made.,看來該網站的支付閘道器配置不正確，無法付款。,
"Looks like something went wrong during the transaction. Since we haven't confirmed the payment, Paypal will automatically refund you this amount. If it doesn't, please send us an email and mention the Correlation ID: {0}.",交易中似乎發生錯誤。由於我方尚未確認付款，貝寶（paypal)會自動給您全額退款。如果沒有退款，請給我們發郵件並註明相關ID：{0}。,
Madam,夫人,
Main Section,主要部分,
"Make ""name"" searchable in Global Search",讓“名稱”欄位在全域性搜尋框中可搜尋,
Make use of longer keyboard patterns,利用較長的鍵盤模式,
Manage Third Party Apps,管理第三方應用,
Mandatory Information missing:,強制性資訊丟失：,
Mandatory field: set role for,必須填寫：用於設定角色,
Mandatory field: {0},強制欄位：{0},
"Mandatory fields required in table {0}, Row {1}",在表{0}需要強制欄位，行{1},
Mandatory fields required in {0},在需要的必填欄位{0},
Mandatory:,必須項：,
Mapping Name,對映名稱,
Mappings,對映,
Mark as Read,標記為已讀,
Mark as Spam,標記為垃圾郵件,
Mark as Unread,標記為未讀,
Markdown,Markdown,
Markdown Editor,Markdown 編輯器,
Marked As Spam,標記為垃圾郵件,
Max 500 records at a time,最大500條記錄在一個時間,
Max Attachment Size (in MB),最大附件大小（MB）,
Max Attachments,最大附件,
Max Length,最長長度,
Max Value,最大值,
Max width for type Currency is 100px in row {0},行{0}中，貨幣型別的最大寬度是100畫素,
Maximum Attachment Limit for this record reached.,已達此記錄最大附件限制。,
Maximum {0} rows allowed,僅允許最多{0}行,
"Meaning of Submit, Cancel, Amend",提交，取消，修訂的含義,
Mention transaction completion page URL,提及交易完成的頁面網址,
Mentions,提及,
Menu,選單,
Merchant ID,商家ID,
Merge with existing,與現有合併,
Merging is only possible between Group-to-Group or Leaf Node-to-Leaf Node,只有組和組，葉節點和葉節點之間能合併,
Message Count,訊息計數,
Message ID,訊息ID,
Message Parameter,訊息引數,
Message Preview,訊息預覽,
Message clipped,訊息被省略,
Message not setup,訊息未設定,
Message to be displayed on successful completion (only for Guest users),成功完成後顯示的訊息（僅限訪客使用者）,
Message-id,郵件ID,
Meta Tags,元標籤,
Migration ID Field,遷移ID欄位,
Milestone,里程碑,
Milestone Tracker,里程碑跟蹤器,
Minimum Password Score,最低密碼分數,
Miss,小姐,
Missing Fields,丟失的欄位,
Missing parameter Kanban Board Name,缺少引數看板名稱,
Missing parameters for login,缺少引數登入,
Models (building blocks) of the Application,該應用程式的模型（積木）,
Modified By,修改者,
Module,模,
Module Def,模組定義,
Module Name,模組名稱,
Module Not Found,模組未找到,
Module Path,模組路徑,
Module to Export,模組匯出,
Modules HTML,HTML模組,
Monospace,等寬,
More articles on {0},更多的文章{0},
More content for the bottom of the page.,頁面底部的更多內容。,
Most Used,最常用,
Move To,搬去,
Move To Trash,移到廢紙簍,
Move to Row Number,移至行號,
Mr,先生,
Mrs,太太,
Ms,女士,
Multiple root nodes not allowed.,不允許多個根節點。,
Multiplier Field,乘數場,
"Must be of type ""Attach Image""",型別必須為“附加圖片”,
Must have report permission to access this report.,必須有報告許可權才能訪問此報告。,
Must specify a Query to run,必須指定要執行的查詢,
Mute Sounds,靜音,
MyISAM,MyISAM資料,
Name Case,名稱大小寫,
Name cannot contain special characters like {0},姓名不能包含特殊字元，如{0},
Name not set via prompt,名稱未透過提示符設定,
Name of the Document Type (DocType) you want this field to be linked to. e.g. Customer,此欄位連結到的文件型別名稱，例如客戶,
Name of the new Print Format,新列印格式的名稱,
Name of {0} cannot be {1},{0}的名稱不能為{1},
Names and surnames by themselves are easy to guess.,自己名字和姓氏很容易被猜到。,
Naming,命名,
"Naming Options:\n<ol><li><b>field:[fieldname]</b> - By Field</li><li><b>naming_series:</b> - By Naming Series (field called naming_series must be present</li><li><b>Prompt</b> - Prompt user for a name</li><li><b>[series]</b> - Series by prefix (separated by a dot); for example PRE.#####</li>\n<li><b>format:EXAMPLE-{MM}morewords{fieldname1}-{fieldname2}-{#####}</b> - Replace all braced words (fieldnames, date words (DD, MM, YY), series) with their value. Outside braces, any characters can be used.</li></ol>",命名選項： <ol><li> <b>欄位：[fieldname]</b> - 按欄位</li><li> <b>naming_series：</b> - 透過命名系列（必須存在名為naming_series的欄位</li><li> <b>提示</b> - 提示使用者輸入名稱</li><li> <b>[系列]</b> - 字首系列（以點分隔）;例如PRE。##### </li><li> <b>格式：示例 -  {MM} morewords {fieldname1}  -  {fieldname2}  -  {#####}</b> - 將所有支撐的單詞（欄位名，日期字（DD，MM，YY），系列）替換為其值。在大括號外，可以使用任何字元。 </li></ol>,
Naming Series mandatory,名錄必須填寫,
Nested set error. Please contact the Administrator.,巢狀錯誤。請聯絡管理員。,
New Activity,新活動,
New Chat,新聊天,
New Comment on {0}: {1},對{0}的新評論：{1},
New Connection,新的連線,
New Custom Print Format,新的自定義列印格式,
New Email,新的電子郵件,
New Email Account,新的電子郵件帳戶,
New Event,新事件,
New Folder,新建資料夾,
New Kanban Board,新看板,
New Message from Website Contact Page,從網站的聯絡頁面新訊息,
New Name,新名稱,
New Newsletter,新的通訊,
New Password,新密碼,
New Password Required.,需要新密碼,
New Print Format Name,新的列印格式名稱,
New Report name,新的報告名稱,
New Value,新價值,
New data will be inserted.,將插入新資料。,
New updates are available,有新的更新,
New value to be set,要設定的新值,
New {0},新建 {0},
New {} releases for the following apps are available,可以使用以下應用程式的新{}版本,
Newsletter Email Group,電子郵件通訊組,
Newsletter Manager,通訊經理,
Newsletter has already been sent,通訊已傳送過,
"Newsletters to contacts, leads.",發給聯絡人和潛在客戶的通訊,
Next Action Email Template,下一行動電子郵件模板,
Next Actions HTML,下一步操作HTML,
Next Schedule Date,下一個附表日期,
Next Scheduled Date,下一個預定日期,
Next State,下一狀態,
Next Sync Token,下一個同步令牌,
Next actions,下一步行動,
No Active Sessions,沒有活動會話,
No Copy,沒有複製,
No Email Account,沒有電子郵件帳戶,
No Email Accounts Assigned,沒有電子郵件帳戶分配,
No Emails,沒有電子郵件,
No Label,無標籤,
No Permissions Specified,未指定許可權,
No Permissions set for this criteria.,沒有符合條件的許可權。,
No Preview,沒有預覽,
No Preview Available,預覽不可用,
No Printer is Available.,沒有印表機可用。,
No Results,沒有結果,
No Tags,沒有標籤,
No alerts for today,沒有警報今天,
No comments yet,暫無評論,
No comments yet. Start a new discussion.,還沒有評論。開始一個新的討論。,
No data found in the file. Please reattach the new file with data.,在檔案中找不到資料。請用資料重新附加新檔案。,
No document found for given filters,沒有找到給定過濾器的文件,
"No fields found that can be used as a Kanban Column. Use the Customize Form to add a Custom Field of type ""Select"".",找不到可用作看板列的欄位。使用“自定義表單”新增“選擇”型別的自定義欄位。,
No file attached,沒有附加的檔案,
No further records,沒有進一步的記錄,
No matching records. Search something new,沒有符合條件的記錄。搜尋新的東西,
"No need for symbols, digits, or uppercase letters.",無需符號，數字和大寫字母。,
No of Columns,列編號,
No of Rows (Max 500),不排（最大500）,
No of emails remaining to be synced,剩餘的需同步的電子郵件數,
No permission for {0},對於無許可{0},
No permission to '{0}' {1},沒有許可權“{0}” {1},
No permission to read {0},沒有讀取{0}的許可權,
No permission to {0} {1} {2},無權{0} {1} {2},
No records deleted,沒有記錄被刪除,
No records present in {0},{0}中沒有記錄,
No records tagged.,沒有記錄標記。,
No template found at path: {0},從{0}路徑中找不到模板,
No {0} found,沒有找到{0},
No {0} mail,沒有{0}郵件,
No {0} permission,無{0}許可權,
None: End of Workflow,無：結束的工作流程,
Not Allowed: Disabled User,不允許：禁用使用者,
Not Ancestors Of,不是祖先,
Not Descendants Of,不是後代,
Not Equals,不等於,
Not In,在不,
Not Linked to any record,未連結到任何記錄,
Not Published,未釋出,
Not Saved,尚未儲存,
Not Seen,未閱讀,
Not Sent,未傳送,
Not Set,未設定,
Not a valid Comma Separated Value (CSV File),不是一個有效的CSV檔案,
Not a valid User Image.,不是有效的使用者映像。,
Not a valid Workflow Action,不是有效的工作流程操作,
Not a valid user,不是有效的使用者,
Not a zip file,沒有一個zip檔案,
Not allowed for {0}: {1},不允許{0}：{1},
"You are not allowed to access {0} because it is linked to {1} '{2}' in row {3}, field {4}",您無權訪問{0}，因為它連結到{1}“{2}”在行{3}，欄位{4},
You are not allowed to access this {0} record because it is linked to {1} '{2}' in field {3},您無權訪問此{0}記錄，因為它連結到{1}“{2}”在欄位{3},
Not allowed to Import,不允許匯入,
Not allowed to change {0} after submission,不允許提交後更改{0},
Not allowed to print cancelled documents,不允許列印已取消檔案,
Not allowed to print draft documents,不允許列印檔案草案,
Not enough permission to see links,沒有足夠的許可權檢視連結,
Not in Developer Mode,不在開發模式,
Not in Developer Mode! Set in site_config.json or make 'Custom' DocType.,未開啟開發模式！請在site_config.json中設定或建立一個自定義文件型別,
Note Seen By,注意 已閱,
Note:,注意：,
Note: By default emails for failed backups are sent.,注意：預設情況下，會傳送失敗備份的電子郵件。,
Note: Changing the Page Name will break previous URL to this page.,注意：更改頁面名稱將會斷開之前連結到此頁面URL。,
"Note: For best results,  images must be of the same size and width must be greater than height.",注意：為獲得最佳效果，影象必須大小相同，寬度必須大於高度。,
Note: Multiple sessions will be allowed in case of mobile device,注：在移動裝置的情況下多個會話將被允許,
Nothing to show,沒有顯示,
Nothing to update,無需更新,
Notification,通知,
Notification Recipient,通知收件人,
Notification Tones,通知音,
Notifications,通知,
Notifications and bulk mails will be sent from this outgoing server.,通知和群發郵件將從此外發伺服器傳送。,
Notify Users On Every Login,每次登入時通知使用者,
Notify if unreplied,如果沒有回覆則通知,
Notify if unreplied for (in mins),如果（分鐘）沒有回覆則通知,
Notify users with a popup when they log in,使用者登入時有彈出一個通知,
Number Format,數字格式,
Number of Backups,備份數量,
Number of DB Backups,資料庫備份數,
Number of DB backups cannot be less than 1,資料庫備份數不能少於1,
Number of columns for a field in a Grid (Total Columns in a grid should be less than 11),網格中的一個欄位的行數（在網格總列應小於11）,
Number of columns for a field in a List View or a Grid (Total Columns should be less than 11),列數在列表檢視或網格場（合計列應小於11）,
OAuth Authorization Code,開放式驗證的授權碼,
OAuth Bearer Token,開放式驗證的承載令牌,
OAuth Client,開放式驗證客戶端,
OAuth Provider Settings,開放式驗證的提供商設定,
OTP App,OTP應用程式,
OTP Issuer Name,OTP發行人名稱,
OTP Secret has been reset. Re-registration will be required on next login.,OTP Secret已被重置。下次登入時需要重新註冊。,
OTP secret can only be reset by the Administrator.,OTP秘密只能由管理員重置。,
Office,辦公室,
Office 365,Office 365,
Old Password,舊密碼,
Old Password Required.,需要舊密碼,
Older backups will be automatically deleted,舊的備份將被自動刪除,
"On {0}, {1} wrote:",{0}，{1}寫道：,
"Once submitted, submittable documents cannot be changed. They can only be Cancelled and Amended.",提交後，無法更改可提交的文件。它們只能被取消和修改。,
"Once you have set this, the users will only be able access documents (eg. Blog Post) where the link exists (eg. Blogger).",一旦你設定這個，使用者將只能訪問在其鏈路存在時（如博主的）文件（如部落格文章） 。,
One Last Step,最後一步,
One Time Password (OTP) Registration Code from {},來自{}的一次性密碼（OTP）註冊碼,
Only 200 inserts allowed in one request,一個請求只允許200個插入,
Only Administrator can delete Email Queue,只有管理員可以刪除郵件佇列,
Only Administrator can edit,只有管理員可以編輯,
Only Administrator can save a standard report. Please rename and save.,只有管理員可以儲存一個標準的報告。請重新命名並儲存。,
Only Administrator is allowed to use Recorder,只允許管理員使用記錄器,
Only Allow Edit For,只允許編輯,
Only Send Records Updated in Last X Hours,只傳送記錄在最後X小時更新,
Only mandatory fields are necessary for new records. You can delete non-mandatory columns if you wish.,只有必填欄位所必需的新記錄。如果你願意，你可以刪除非強制性列。,
Only standard DocTypes are allowed to be customized from Customize Form.,只允許從“自定義表單”自定義標準DocType。,
Only users involved in the document are listed,僅列出文件中涉及的使用者,
Only {0} emailed reports are allowed per user,每個使用者只允許{0}個電子郵件報告,
Oops! Something went wrong,糟糕！出錯了,
"Oops, you are not allowed to know that",哎呀，你不允許知道這個,
Open Link,開啟連結,
Open Source Applications for the Web,為Web的開源應用程式,
Open Translation,開啟翻譯,
Open a dialog with mandatory fields to create a new record quickly,開啟包含必填欄位的對話方塊以快速建立新記錄,
Open a module or tool,開啟一個模組或工具,
Open your authentication app on your mobile phone.,在您的手機上開啟您的認證應用程式。,
Open {0},開啟{0},
Opened,開業,
Operator must be one of {0},運算子必須是{0}之一,
Option 1,選項1,
Option 2,選項2,
Option 3,選項3,
Optional: Always send to these ids. Each Email Address on a new row,可選：總是傳送給這些ID。在新行的每個電子郵件地址,
Optional: The alert will be sent if this expression is true,可選：警報會在這個表示式為true傳送,
Options 'Dynamic Link' type of field must point to another Link Field with options as 'DocType',選擇“動態連結”型別的欄位都必須指向另一個連結欄位的選項為'的檔案型別“,
Options Help,選項幫助,
Options for select. Each option on a new line.,選擇選項。在新的一行每個選項。,
Options not set for link field {0},對於連結欄位沒有設定選項{0},
Or login with,或用...登入,
Order,訂購,
Org History,組織歷史,
Org History Heading,組織歷史航向,
Orientation,方向,
Original Value,原始值,
Outgoing email account not correct,發出電子郵件帳戶不正確,
Outlook.com,Outlook.com,
Output,產量,
PDF,PDF,
PDF Page Size,PDF頁面大小,
PDF Settings,PDF設定,
PDF generation failed,PDF生成失敗,
PDF generation failed because of broken image links,PDF生成，因為破碎的影象連結失敗,
"PDF printing via ""Raw Print"" is not yet supported. Please remove the printer mapping in Printer Settings and try again.",尚不支援透過“原始列印”進行PDF列印。請在“印表機設定”中刪除印表機對映，然後重試。,
Page HTML,頁面的HTML,
Page Length,頁面長度,
Page Name,網頁名稱,
Page Settings,頁面設定,
Page has expired!,頁已過期！,
Page not found,找不到網頁,
Page to show on the website\n,在網站上顯示頁面,
Pages in Desk (place holders),主頁（桌面）中的網頁（佔位符）,
Parent,上級,
Parent Error Snapshot,上級錯誤快照,
Parent Label,上級標籤,
Parent Table,上級表,
Parent is required to get child table data,上級表需要獲取子表資料,
Parent is the name of the document to which the data will get added to.,Parent是將資料新增到的文件的名稱。,
Partial Success,部分成功,
Partially Successful,部分成功,
Participants,參與者,
Passive,被動,
Password Reset,密碼重置,
Password Updated,密碼更新,
Password for Base DN,密碼基礎DN,
Password is required or select Awaiting Password,需要密碼，或者選擇等待密碼,
Password not found,密碼未找到,
Password reset instructions have been sent to your email,密碼重置說明已傳送到您的電子郵件,
Paste,貼上,
Patch,補丁,
Patch Log,補丁日誌,
Path to CA Certs File,CA Certs檔案的路徑,
Path to Server Certificate,伺服器證書的路徑,
Path to private Key File,私鑰檔案的路徑,
PayPal Settings,貝寶設定,
PayPal payment gateway settings,貝寶支付閘道器設定,
Payment Cancelled,付款已取消,
Payment Success,支付成功,
Pending Approval,待批准,
Pending Verification,待驗證,
Percent,百分之,
Percent Complete,完成百分比,
Perm Level,許可權等級,
Permanent,常駐,
Permanently Cancel {0}?,永久取消{0} ？,
Permanently Submit {0}?,永久提交{0} ？,
Permanently delete {0}?,永久刪除{0} ？,
Permission Error,許可權錯誤,
Permission Level,許可權級別,
Permission Levels,許可權級別,
Permission Rules,許可權規則,
Permissions,許可權,
Permissions are automatically applied to Standard Reports and searches.,許可權會自動應用於標準報告和搜尋。,
"Permissions are set on Roles and Document Types (called DocTypes) by setting rights like Read, Write, Create, Delete, Submit, Cancel, Amend, Report, Import, Export, Print, Email and Set User Permissions.",許可權是根據角色和檔案型別（也稱DocTypes）設定的，如設定權利如喜歡讀許可權，寫，建立，刪除，提交，取消，修改，報表，匯入，匯出，列印，電子郵件和設定使用者許可權,
Permissions at higher levels are Field Level permissions. All Fields have a Permission Level set against them and the rules defined at that permissions apply to the field. This is useful in case you want to hide or make certain field read-only for certain Roles.,在更高階別的許可權是現場級的許可權。所有領域都對他們許可權級別設定，並在該許可權適用於該領域中定義的規則。要隱藏或使某些領域的只讀某些角色，這是在的情況下非常有用。,
"Permissions at level 0 are Document Level permissions, i.e. they are primary for access to the document.",0級許可權是文件級的許可權，也就是說，它們是主要用於訪問檔案。,
Permissions get applied on Users based on what Roles they are assigned.,許可權基於角色的分配,
Personal,個人,
Personal Data Deletion Request,個人資料刪除請求,
Personal Data Download Request,個人資料下載請求,
Phone No.,電話號碼,
Pick Columns,摘列,
Plant,廠,
Please Duplicate this Website Theme to customize.,請複製此網址主題定製。,
Please Enter Your Password to Continue,請輸入您的密碼以繼續,
Please Install the ldap3 library via pip to use ldap functionality.,請透過pip安裝ldap3庫以使用ldap功能。,
Please Update SMS Settings,請更新簡訊設定,
Please add a subject to your email,請在您的電子郵件中新增主題,
Please ask your administrator to verify your sign-up,請向管理員詢問，以確認您的註冊,
Please attach a file first.,請附上檔案第一。,
Please attach an image file to set HTML,請附上影象檔案以設定HTML,
Please check your email for verification,請檢查您的電子郵件驗證,
Please check your registered email address for instructions on how to proceed. Do not close this window as you will have to return to it.,請檢視您註冊的電子郵件地址以獲取有關如何繼續的說明。不要關閉這個視窗，因為你必須返回它。,
Please close this window,請關閉此視窗,
Please confirm your action to {0} this document.,請確認您對{0}此文件的操作。,
Please do not change the rows above {0},請不要更改上面的行{0},
Please do not change the template headings.,請不要更改模板標題。,
Please duplicate this to make changes,請複製此做出改變,
Please enable developer mode to create new connection,請啟用開發人員模式以建立新的連線,
Please ensure that your profile has an email address,請確保您的個人資料有一個電子郵件地址，,
Please enter Access Token URL,請輸入訪問令牌URL,
Please enter Authorize URL,請輸入授權網址,
Please enter Base URL,請輸入基本網址,
Please enter Client ID before social login is enabled,在啟用社交登入之前，請輸入客戶端ID,
