Quick Entry,快速入門,
Quiz {0} does not exist,測驗{0}不存在,
Quotation Amount,報價金額,
Rate or Discount is required for the price discount.,價格折扣需要Rate或Discount。,
Reason,原因,
Reconcile Entries,協調條目,
Reconcile this account,核對此帳戶,
Reconciled,不甘心,
Recruitment,招聘,
Red,紅,
Release date must be in the future,釋出日期必須在將來,
Relieving Date must be greater than or equal to Date of Joining,取消日期必須大於或等於加入日期,
Rename,重新命名,
Rename Not Allowed,重新命名不允許,
Report Item,報告專案,
Report this Item,舉報此專案,
Reserved Qty for Subcontract: Raw materials quantity to make subcontracted items.,分包的預留數量：製造分包專案的原材料數量。,
Reset,重啟,
Reset Service Level Agreement,重置服務水平協議,
Resetting Service Level Agreement.,重置服務水平協議。,
Return amount cannot be greater unclaimed amount,退貨金額不能大於無人認領的金額,
Review,評論,
Room,房間,
Room Type,房型,
Row # ,行＃,
Row #{0}: Accepted Warehouse and Supplier Warehouse cannot be same,第＃0行：接受倉庫和供應商倉庫不能相同,
Row #{0}: Cannot delete item {1} which has already been billed.,第＃{0}行：無法刪除已計費的專案{1}。,
Row #{0}: Cannot delete item {1} which has already been delivered,第{0}行：無法刪除已交付的專案{1},
Row #{0}: Cannot delete item {1} which has already been received,第＃0行：無法刪除已收到的專案{1},
Row #{0}: Cannot delete item {1} which has work order assigned to it.,第＃{0}行：無法刪除已為其分配了工作訂單的專案{1}。,
Row #{0}: Cannot delete item {1} which is assigned to customer's purchase order.,第＃{0}行：無法刪除分配給客戶採購訂單的專案{1}。,
Row #{0}: Cannot select Supplier Warehouse while suppling raw materials to subcontractor,第{0}行：在向分包商供應原材料時無法選擇供應商倉庫,
Row #{0}: Cost Center {1} does not belong to company {2},第{0}行：成本中心{1}不屬於公司{2},
Row #{0}: Operation {1} is not completed for {2} qty of finished goods in Work Order {3}. Please update operation status via Job Card {4}.,行＃{0}：對於工作訂單{3}中的{2}數量的成品，未完成操作{1}。請透過工作卡{4}更新操作狀態。,
Row #{0}: Payment document is required to complete the transaction,行＃{0}：完成交易需要付款檔案,
Row #{0}: Quantity for Item {1} cannot be zero.,行 # {0}: 商品 {1} 的數量不能為零。
Row #{0}: Serial No {1} does not belong to Batch {2},行＃{0}：序列號{1}不屬於批次{2},
Row #{0}: Service End Date cannot be before Invoice Posting Date,行＃{0}：服務終止日期不能早於發票過帳日期,
Row #{0}: Service Start Date cannot be greater than Service End Date,行＃{0}：服務開始日期不能大於服務結束日期,
Row #{0}: Service Start and End Date is required for deferred accounting,行＃{0}：延期計費需要服務開始和結束日期,
Row {0}: Invalid Item Tax Template for item {1},第{0}行：專案{1}的專案稅模板無效,
Row {0}: Quantity not available for {4} in warehouse {1} at posting time of the entry ({2} {3}),第{0}行：在輸入條目（{2} {3}）時，倉庫{1}中{4}不可使用的數量,
Row {0}: user has not applied the rule {1} on the item {2},第{0}行：使用者尚未在專案{2}上應用規則{1},
Row {0}:Sibling Date of Birth cannot be greater than today.,第{0}行：同級出生日期不能大於今天。,
Row({0}): {1} is already discounted in {2},行（{0}）：{1}已在{2}中打折,
Rows Added in {0},{0}中新增的行數,
Rows Removed in {0},在{0}中刪除的行,
Save,儲存,
Save Item,儲存專案,
Saved Items,儲存的物品,
Search Items ...,搜尋專案......,
Search for a payment,搜尋付款,
Search for anything ...,搜尋任何東西......,
Search results for,為。。。。尋找結果,
Select Difference Account,選擇差異賬戶,
Select a Default Priority.,選擇預設優先順序。,
Select a company,選擇一家公司,
Select finance book for the item {0} at row {1},為行{1}中的項{0}選擇財務手冊,
Select only one Priority as Default.,僅選擇一個優先順序作為預設值。,
Seller Information,賣家資訊,
Send,傳送,
Send a message,傳送一個訊息,
Sending,傳送中,
Sends Mails to lead or contact based on a Campaign schedule,根據Campaign計劃傳送郵件以進行引導或聯絡,
Serial Number Created,序列號已建立,
Serial Numbers Created,序列號已建立,
Serial no(s) required for serialized item {0},序列化專案{0}所需的序列號,
Series,系列,
Server Error,伺服器錯誤,
Service Level Agreement has been changed to {0}.,服務水平協議已更改為{0}。,
Service Level Agreement was reset.,服務水平協議已重置。,
Service Level Agreement with Entity Type {0} and Entity {1} already exists.,與實體型別{0}和實體{1}的服務水平協議已存在。,
Set Meta Tags,設定元標記,
Set {0} in company {1},在公司{1}中設定{0},
Setup,設定,
Shift Management,班別管理,
Show Future Payments,顯示未來付款,
Show Linked Delivery Notes,顯示連結的交貨單,
Show Sales Person,顯示銷售人員,
Show Stock Ageing Data,顯示庫存賬齡資料,
Show Warehouse-wise Stock,顯示倉庫庫存,
Size,尺寸,
Something went wrong while evaluating the quiz.,評估測驗時出了點問題。,
Sr,鍶,
Start,開始,
Start Date cannot be before the current date,開始日期不能早於當前日期,
Start Time,開始時間,
Status,狀態,
Status must be Cancelled or Completed,狀態必須已取消或已完成,
Stock Balance Report,庫存餘額報告,
Stock Entry has been already created against this Pick List,已經根據此選擇列表建立了庫存輸入,
Stock Ledger ID,庫存分類帳編號,
Stock Value ({0}) and Account Balance ({1}) are out of sync for account {2} and it's linked warehouses.,庫存值（{0}）和帳戶餘額（{1}）與帳戶{2}及其連結的倉庫不同步。,
Stores - {0},商店-{0},
Student with email {0} does not exist,電子郵件{0}的學生不存在,
Submit Review,提交評論,
Submitted,已提交,
Supplier Addresses And Contacts,供應商的地址和聯絡方式,
Synchronize this account,同步此帳戶,
Tag,標籤,
Target Location is required while receiving Asset {0} from an employee,從員工那裡收到資產{0}時需要目標位置,
Target Location is required while transferring Asset {0},轉移資產{0}時需要目標位置,
Target Location or To Employee is required while receiving Asset {0},接收資產{0}時需要“目標位置”或“發給員工”,
Task's {0} End Date cannot be after Project's End Date.,任務的{0}結束日期不能晚於專案的結束日期。,
Task's {0} Start Date cannot be after Project's End Date.,任務的{0}開始日期不能晚於專案的結束日期。,
Tax Account not specified for Shopify Tax {0},沒有為Shopify Tax {0}指定稅務帳戶,
Tax Total,稅收總額,
Template,模板,
The Campaign '{0}' already exists for the {1} '{2}',{1}&#39;{2}&#39;廣告系列“{0}”已存在,
The difference between from time and To Time must be a multiple of Appointment,時間與時間之間的差異必須是約會的倍數,
The field Asset Account cannot be blank,欄位資產帳戶不能為空,
The field Equity/Liability Account cannot be blank,欄位權益/責任帳戶不能為空,
The following serial numbers were created: <br><br> {0},建立了以下序列號： <br><br> {0},
The parent account {0} does not exists in the uploaded template,上級模板中不存在上級帳戶{0},
The question cannot be duplicate,問題不能重複,
The selected payment entry should be linked with a creditor bank transaction,所選付款條目應與債權銀行交易相關聯,
The selected payment entry should be linked with a debtor bank transaction,所選付款條目應與債務人銀行交易掛鉤,
The total allocated amount ({0}) is greated than the paid amount ({1}).,總分配金額（{0}）比付款金額（{1}）更重要。,
This Service Level Agreement is specific to Customer {0},此服務級別協議特定於客戶{0},
This action will unlink this account from any external service integrating ERPNext with your bank accounts. It cannot be undone. Are you certain ?,此操作將取消此帳戶與將ERPNext與您的銀行帳戶整合的任何外部服務的連結。它無法撤消。你確定嗎 ？,
This bank account is already synchronized,此銀行帳戶已同步,
This bank transaction is already fully reconciled,此銀行交易已完全已對帳,
This page keeps track of items you want to buy from sellers.,此頁面會跟蹤您要從賣家處購買的商品。,
This page keeps track of your items in which buyers have showed some interest.,此頁面會跟蹤您的商品，其中買家已表現出一些興趣。,
Thursday,星期四,
Title,標題,
"To allow over billing, update ""Over Billing Allowance"" in Accounts Settings or the Item.",要允許超額結算，請在“帳戶設定”或“專案”中更新“超額結算限額”。,
"To allow over receipt / delivery, update ""Over Receipt/Delivery Allowance"" in Stock Settings or the Item.",要允許超過收貨/交貨，請在庫存設定或專案中更新“超過收貨/交貨限額”。,
Total,總,
Total Payment Request amount cannot be greater than {0} amount,總付款請求金額不能大於{0}金額,
Total payments amount can't be greater than {},付款總額不得超過{},
Totals,總計,
Transactions already retreived from the statement,已從報表中檢索到的交易,
Transfer Material to Supplier,轉印材料供應商,
Transport Receipt No and Date are mandatory for your chosen Mode of Transport,您選擇的運輸方式必須提供運輸收據號和日期,
Tuesday,星期二,
Type,型別,
Unable to find the time slot in the next {0} days for the operation {1}.,無法找到操作{1}的未來{0}天的時間段。,
Unable to update remote activity,無法更新遠端活動,
Unknown Caller,未知的來電者,
Unlink external integrations,取消外部整合的連結,
Unpublish Item,取消釋出專案,
Unreconciled,未調節,
Unsupported GST Category for E-Way Bill JSON generation,用於e-Way Bill JSON生成的不支援的GST類別,
Update,更新,
Update Taxes for Items,更新專案稅金,
"Upload a bank statement, link or reconcile a bank account",上傳銀行對帳單，關聯或核對銀行帳戶,
Upload a statement,上傳宣告,
Use a name that is different from previous project name,使用與先前專案名稱不同的名稱,
User {0} is disabled,使用者{0}已禁用,
Users and Permissions,使用者和許可權,
Valuation Rate required for Item {0} at row {1},第{1}行的第{0}項所需的估價率,
Values Out Of Sync,值不同步,
Vehicle Type is required if Mode of Transport is Road,如果運輸方式為道路，則需要車輛型別,
Vendor Name,供應商名稱,
Verify Email,驗證郵件,
View,檢視,
View all issues from {0},檢視{0}中的所有問題,
View call log,檢視通話記錄,
Warehouse,倉庫,
Warehouse not found against the account {0},在帳戶{0}中找不到倉庫,
Welcome to {0},歡迎{0},
Why do think this Item should be removed?,為什麼要認為這個專案應該刪除？,
Work Order {0}: Job Card not found for the operation {1},工作單{0}：找不到工序{1}的工作卡,
Workday {0} has been repeated.,工作日{0}已重複。,
XML Files Processed,處理的XML檔案,
Year,年,
Yearly,每年,
You are not allowed to enroll for this course,您無權註冊此課程,
You are not enrolled in program {0},您尚未加入計劃{0},
You can Feature upto 8 items.,最多可以包含8個專案。,
You can also copy-paste this link in your browser,您也可以複製貼上此連結到您的瀏覽器位址列中,
You can publish upto 200 items.,您最多可以釋出200個專案。,
You have to enable auto re-order in Stock Settings to maintain re-order levels.,您必須在庫存設定中啟用自動重新訂購才能維持重新訂購級別。,
You must be a registered supplier to generate e-Way Bill,您必須是註冊供應商才能生成電子方式賬單,
You need to login as a Marketplace User before you can add any reviews.,在新增任何評論之前，您需要以市場使用者身份登入。,
Your Featured Items,你的特色商品,
Your Items,你的物品,
Your Profile,您的個人資料,
Your rating:,您的評分：,
and,和,
e-Way Bill already exists for this document,e-Way Bill已存在於本檔案中,
woocommerce - {0},woocommerce-{0},
{0} Coupon used are {1}. Allowed quantity is exhausted,{0}使用的優惠券是{1}。允許數量已耗盡,
{0} Operations: {1},{0}操作：{1},
{0} bank transaction(s) created,建立了{0}銀行交易,
{0} bank transaction(s) created and {1} errors,建立了{0}個銀行交易和{1}個錯誤,
{0} can not be greater than {1},{0}不能大於{1},
{0} conversations,{0}次對話,
{0} is not a company bank account,{0}不是公司銀行帳戶,
{0} is not a group node. Please select a group node as parent cost center,{0}不是組節點。請選擇一個組節點作為父成本中心,
{0} is not the default supplier for any items.,{0}不是任何商品的預設供應商。,
{0} is required,{0}是必填項,
{0}: {1} must be less than {2},{0}：{1}必須小於{2},
{} is required to generate E-Way Bill JSON,{}需要生成e-Way Bill JSON,
"Invalid lost reason {0}, please create a new lost reason",無效的丟失原因{0}，請建立一個新的丟失原因,
Profit This Year,今年獲利,
Total Expense,總費用,
Total Expense This Year,今年總費用,
Total Income,總收入,
Total Income This Year,今年總收入,
Barcode,條碼,
Clear,明確,
Comments,評論,
DocType,DocType,
Download,下載,
Left,左邊,
Link,連結,
New,新,
Print,列印,
Reference Name,參考名稱,
Refresh,重新整理,
Success,成功,
Time,時間,
Value,值,
Actual,實際,
Add to Cart,加入購物車,
Days Since Last Order,自上次訂購以來的天數,
In Stock,庫存,
Mode Of Payment,付款方式,
No students Found,找不到學生,
Not in Stock,倉庫無貨,
Please select a Customer,請選擇一位客戶,
Received From,從......收到,
Sales Person,銷售人員,
To date cannot be before From date,無效的主名稱,
Write Off,內部銷賬,
{0} Created,{0}已建立,
Email Id,電子郵件ID,
No,No,
Reference Doctype,參考文件型別,
Yes,是,
Actual ,實際資料,
Add to cart,加入購物車,
Budget,預算,
Chart of Accounts,會計科目表,
Customer database.,客戶資料庫。,
Days Since Last order,自上次訂購天數,
Download as JSON,下載為JSON,
End date can not be less than start date,結束日期不能小於開始日期,
For Default Supplier (Optional),對於預設供應商（可選）,
From date cannot be greater than To date,從日期不能大於到日期,
Group by,分組基於,
In stock,有現貨,
Item name,物料名稱,
Minimum Qty,最低數量,
More details,更多資訊,
Nature of Supplies,供應的性質,
No Items found.,未找到任何專案。,
No students found,沒有發現學生,
Not in stock,沒存貨,
Not permitted,不允許,
Open Issues ,待處理問題,
Open Projects ,開啟專案,
Open To Do ,開啟代辦事項,
Operation Id,操作ID,
Partially ordered,偏序,
Please select company first,請首先選擇公司,
Please select patient,請選擇患者,
Printed On ,印在,
Projected qty,預期可用數量,
Sales person,銷售人員,
Serial No {0} Created,序列號{0}已建立,
Source Location is required for the Asset {0},源位置對資產{0}是必需的,
Tax Id,稅號,
To Time,要時間,
To date cannot be before from date,到日期不能早於日期,
Total Taxable value,應稅總額,
Upcoming Calendar Events ,即將到來的日曆事件,
Value or Qty,價值或數量,
Variance ,方差,
Variant of,變數屬於,
Write off,內部銷賬,
hours,小時,
received from,從......收到,
to,到,
Cards,牌,
Percentage,百分比,
Failed to setup defaults for country {0}. Please contact support@erpnext.com,無法設定國家/地區{0}的預設設定。請聯絡support@erpnext.com,
Row #{0}: Item {1} is not a Serialized/Batched Item. It cannot have a Serial No/Batch No against it.,行＃{0}：專案{1}不是序列化/批次專案。它不能有序列號/批號。,
Please set {0},請設定{0},
Please set {0},請設定{0},supplier
Draft,草案,"docstatus,=,0"
Cancelled,取消,"docstatus,=,2"
Please setup Instructor Naming System in Education > Education Settings,請在“教育”&gt;“教育設定”中設定教師命名系統,
Please set Naming Series for {0} via Setup > Settings > Naming Series,請透過設定&gt;設定&gt;命名系列為{0}設定命名系列,
UOM Conversion factor ({0} -> {1}) not found for item: {2},找不到專案{2}的UOM轉換因子（{0}-&gt; {1}）,
Item Code > Item Group > Brand,物料程式碼&gt;物料組&gt;品牌,
Customer > Customer Group > Territory,客戶&gt;客戶組&gt;地區,
Supplier > Supplier Type,供應商&gt;供應商型別,
The value of {0} differs between Items {1} and {2},{0}的值在專案{1}和{2}之間有所不同,
Auto Fetch,自動提取,
Fetch Serial Numbers based on FIFO,根據FIFO獲取序列號,
"Outward taxable supplies(other than zero rated, nil rated and exempted)",向外應稅供應（零稅率，零稅率和免稅額除外）,
"To allow different rates, disable the {0} checkbox in {1}.",要允許不同的速率，請禁用{1}中的{0}核取方塊。,
Asset{} {assets_link} created for {},為{}建立的資產{} {assets_link},
Row {}: Asset Naming Series is mandatory for the auto creation for item {},第{}行：對於專案{}的自動建立，必須使用資產命名系列,
Assets not created for {0}. You will have to create asset manually.,未為{0}建立資產。您將必須手動建立資產。,
{0} {1} has accounting entries in currency {2} for company {3}. Please select a receivable or payable account with currency {2}.,{0} {1}擁有公司{3}的幣種為{2}的會計分錄。請選擇幣種為{2}的應收或應付帳戶。,
Invalid Account,無效賬戶,
Purchase Order Required,需要採購訂單,
Purchase Receipt Required,需要採購收據,
Account Missing,帳戶遺失,
Requested,要求,
Partially Paid,部分付款,
Invalid Account Currency,無效的帳戶幣種,
"Row {0}: The item {1}, quantity must be positive number",第{0}行：專案{1}，數量必須為正數,
"Please set {0} for Batched Item {1}, which is used to set {2} on Submit.",請為批處理專案{1}設定{0}，該專案用於在提交時設定{2}。,
Expiry Date Mandatory,有效期至,
Variant Item,變項,
BOM 1 {0} and BOM 2 {1} should not be same,BOM 1 {0}和BOM 2 {1}不應相同,
Note: Item {0} added multiple times,注意：專案{0}被多次新增,
YouTube,YouTube的,
Vimeo,Vimeo的,
Publish Date,釋出日期,
Duration,持續時間,
Advanced Settings,高階設定,
Path,路徑,
Components,元件,
Verified By,認證,
Invalid naming series (. missing) for {0},{0}的無效命名系列（。丟失）,
Filter Based On,過濾依據,
Reqd by date,按日期要求,
Manufacturer Part Number <b>{0}</b> is invalid,製造商零件編號<b>{0}</b>無效,
Invalid Part Number,無效的零件號,
Select atleast one Social Media from Share on.,從“共享”中選擇至少一個社交媒體。,
Invalid Scheduled Time,無效的計劃時間,
Length Must be less than 280.,長度必須小於280。,
Error while POSTING {0},釋出{0}時出錯,
"Session not valid, Do you want to login?",會話無效，您要登入嗎？,
Session Active,會話進行中,
Session Not Active. Save doc to login.,會話無效。儲存文件以登入。,
Error! Failed to get request token.,錯誤！無法獲取請求令牌。,
Invalid {0} or {1},無效的{0}或{1},
Error! Failed to get access token.,錯誤！無法獲取訪問令牌。,
Invalid Consumer Key or Consumer Secret Key,無效的消費者金鑰或消費者秘密金鑰,
Your Session will be expire in ,您的會話將在過期,
 days.,天。,
Session is expired. Save doc to login.,會話已過期。儲存文件以登入。,
Error While Uploading Image,上傳圖片時出錯,
You Didn't have permission to access this API,您無權訪問此API,
Valid Upto date cannot be before Valid From date,有效截止日期不能早於有效起始日期,
Valid From date not in Fiscal Year {0},有效起始日期不在會計年度{0}中,
Valid Upto date not in Fiscal Year {0},有效最新日期不在會計年度{0}中,
Group Roll No,組卷編號,
Maintain Same Rate Throughout Sales Cycle,在整個銷售週期使用同一價格,
"Row {1}: Quantity ({0}) cannot be a fraction. To allow this, disable '{2}' in UOM {3}.",第{1}行：數量（{0}）不能為小數。為此，請在UOM {3}中禁用“ {2}”。,
Must be Whole Number,必須是整數,
Please setup Razorpay Plan ID,請設定Razorpay計劃ID,
Contact Creation Failed,聯絡人建立失敗,
Leaves Expired,葉子過期,
Row #{}: {} of {} should be {}. Please modify the account or select a different account.,第{{}行：{}的{}應該是{}。請修改帳戶或選擇其他帳戶。,
Row #{}: Please asign task to a member.,第{}行：請將任務分配給成員。,
Process Failed,處理失敗,
Tally Migration Error,理貨遷移錯誤,
Please set Warehouse in Woocommerce Settings,請在Woocommerce設定中設定Warehouse,
Row {0}: Delivery Warehouse ({1}) and Customer Warehouse ({2}) can not be same,第{0}行：交貨倉庫（{1}）和客戶倉庫（{2}）不能相同,
Row {0}: Due Date in the Payment Terms table cannot be before Posting Date,第{0}行：“付款條款”表中的到期日期不能早於過帳日期,
Cannot find {} for item {}. Please set the same in Item Master or Stock Settings.,找不到專案{}的{}。請在“物料主資料”或“庫存設定”中進行相同設定。,
Row #{0}: The batch {1} has already expired.,行＃{0}：批次{1}已過期。,
Start Year and End Year are mandatory,開始年和結束年是強制性的,
GL Entry,總賬分錄,
Cannot allocate more than {0} against payment term {1},付款期{1}不能分配超過{0},
The root account {0} must be a group,根帳戶{0}必須是一個組,
Shipping rule not applicable for country {0} in Shipping Address,送貨規則不適用於送貨地址中的國家/地區{0},
Get Payments from,從中獲取付款,
Set Shipping Address or Billing Address,設定送貨地址或帳單地址,
Consultation Setup,諮詢設定,
Fee Validity,費用有效期,
Laboratory Setup,實驗室設定,
Dosage Form,劑型,
Records and History,記錄和歷史,
Patient Medical Record,病人醫療記錄,
Rehabilitation,復原,
Exercise Type,鍛鍊型別,
Exercise Difficulty Level,運動難度等級,
Therapy Type,治療型別,
Therapy Plan,治療計劃,
Therapy Session,治療會議,
Motor Assessment Scale,運動評估量表,
[Important] [ERPNext] Auto Reorder Errors,[重要] [ERPNext]自動重新排序錯誤,
"Regards,",問候，,
The following {0} were created: {1},已建立以下{0}：{1},
Work Orders,工作訂單,
The {0} {1} created sucessfully,{0} {1}成功建立,
Work Order cannot be created for following reason: <br> {0},由於以下原因，無法建立工作訂單：<br> {0},
Add items in the Item Locations table,在“專案位置”表中新增專案,
Update Current Stock,更新當前庫存,
"{0} Retain Sample is based on batch, please check Has Batch No to retain sample of item",{0}保留樣品基於批次，請檢查是否具有批次號以保留專案樣品,
Empty,空的,
Currently no stock available in any warehouse,目前在任何倉庫中都沒有庫存,
BOM Qty,BOM數量,
Time logs are required for {0} {1},{0} {1}需要時間日誌,
Total Completed Qty,完成總數量,
Qty to Manufacture,生產數量,
Social Media Campaigns,社交媒體活動,
From Date can not be greater than To Date,起始日期不能大於截止日期,
Please set a Customer linked to the Patient,請設定與患者連結的客戶,
Customer Not Found,找不到客戶,
Please Configure Clinical Procedure Consumable Item in ,請在以下位置配置臨床程式消耗品,
Missing Configuration,缺少配置,
Out Patient Consulting Charge Item,不住院患者諮詢費用專案,
Inpatient Visit Charge Item,住院訪問費用專案,
OP Consulting Charge,OP諮詢費,
Inpatient Visit Charge,住院訪問費用,
Appointment Status,預約狀態,
Test: ,測試：,
Collection Details: ,集合詳細資訊：,
{0} out of {1},{1}中的{0},
Select Therapy Type,選擇治療型別,
{0} sessions completed,{0}個會話已完成,
{0} session completed,{0}個會話已完成,
 out of {0},在{0}中,
Therapy Sessions,治療會議,
Add Exercise Step,新增運動步驟,
Edit Exercise Step,編輯運動步驟,
Patient Appointments,預約病人,
Item with Item Code {0} already exists,物料程式碼為{0}的物料已存在,
Registration Fee cannot be negative or zero,註冊費不能為負或零,
Configure a service Item for {0},為{0}配置服務專案,
Temperature: ,溫度：,
Pulse: ,脈衝：,
Respiratory Rate: ,呼吸頻率：,
BP: ,血壓：,
BMI: ,體重指數：,
Note: ,注意：,
Check Availability,檢查可用性,
Please select Patient first,請先選擇患者,
Please select a Mode of Payment first,請先選擇付款方式,
Please set the Paid Amount first,請先設定付款金額,
Not Therapies Prescribed,沒有規定的療法,
There are no Therapies prescribed for Patient {0},沒有為患者{0}規定任何療法,
Appointment date and Healthcare Practitioner are Mandatory,預約日期和醫療從業者為必填項,
No Prescribed Procedures found for the selected Patient,未找到所選患者的處方程式,
Please select a Patient first,請先選擇一個病人,
There are no procedure prescribed for ,沒有規定的程式,
Prescribed Therapies,訂明療法,
Appointment overlaps with ,約會與,
{0} has appointment scheduled with {1} at {2} having {3} minute(s) duration.,{0}已與{1}安排了{3}分鐘的{2}約會。,
Appointments Overlapping,約會重疊,
Consulting Charges: {0},諮詢費用：{0},
Appointment Cancelled. Please review and cancel the invoice {0},預約已取消。請檢視並取消發票{0},
Appointment Cancelled.,預約已取消。,
Fee Validity {0} updated.,費用有效期{0}已更新。,
Practitioner Schedule Not Found,找不到醫生時間表,
{0} is on a Half day Leave on {1},{0}休假半天，{1},
{0} is on Leave on {1},{0}正在休假{1},
{0} does not have a Healthcare Practitioner Schedule. Add it in Healthcare Practitioner,{0}沒有醫療保健從業人員時間表。將其新增到醫療保健從業者中,
Healthcare Service Units,醫療服務單位,
Complete and Consume,完成並消耗,
Complete {0} and Consume Stock?,完成{0}並消耗庫存嗎？,
Complete {0}?,完成{0}嗎？,
Stock quantity to start the Procedure is not available in the Warehouse {0}. Do you want to record a Stock Entry?,倉庫{0}中沒有啟動該過程的庫存數量。您是否要記錄庫存條目？,
{0} as on {1},{0}與{1}相同,
Clinical Procedure ({0}):,臨床程式（{0}）：,
Please set Customer in Patient {0},請在“患者{0}”中設定“客戶”,
Item {0} is not active,專案{0}無效,
Therapy Plan {0} created successfully.,治療計劃{0}已成功建立。,
Symptoms: ,症狀：,
No Symptoms,無症狀,
Diagnosis: ,診斷：,
No Diagnosis,沒有診斷,
Drug(s) Prescribed.,處方藥。,
Test(s) Prescribed.,規定的測試。,
Procedure(s) Prescribed.,規定的程式。,
Counts Completed: {0},已完成的計數：{0},
Patient Assessment,患者評估,
Assessments,評估,
Heads (or groups) against which Accounting Entries are made and balances are maintained.,標題（或者組），以此會計分錄建立和餘額儲存的,
Account Name,科目名稱,
Inter Company Account,關聯公司間交易科目,
Parent Account,上級賬號,
Setting Account Type helps in selecting this Account in transactions.,設定科目型別有助於在交易中選擇該科目。,
Chargeable,可記賬的,
Rate at which this tax is applied,應用此稅率的單價,
Frozen,已凍結,
"If the account is frozen, entries are allowed to restricted users.",如果科目被凍結，則只有特定使用者才能建立分錄。,
Balance must be,餘額必須是,
Lft,左腳,
Rgt,Rgt,
Old Parent,舊上級,
Include in gross,包括毛,
Auditor,審計員,
Accounting Dimension,會計維度,
Dimension Name,尺寸名稱,
Dimension Defaults,尺寸預設值,
Accounting Dimension Detail,會計維度明細,
Default Dimension,預設尺寸,
Mandatory For Balance Sheet,資產負債表必備,
Mandatory For Profit and Loss Account,對於損益賬戶必須提供,
Accounting Period,會計期間,
Period Name,期間名稱,
Closed Documents,已關閉的檔案,
Accounts Settings,會計設定,
Settings for Accounts,科目設定,
Make Accounting Entry For Every Stock Movement,為每個庫存變動建立會計分錄,
Users with this role are allowed to set frozen accounts and create / modify accounting entries against frozen accounts,擁有此角色的使用者可以設定凍結科目，建立/修改凍結科目的會計憑證,
Determine Address Tax Category From,確定地址稅類別,
Over Billing Allowance (%),超過結算津貼（％）,
Credit Controller,信用控制人,
Check Supplier Invoice Number Uniqueness,檢查供應商費用清單編號唯一性,
Make Payment via Journal Entry,透過手工憑證進行付款,
Unlink Payment on Cancellation of Invoice,取消費用清單時去掉關聯的付款,
Book Asset Depreciation Entry Automatically,自動生成固定資產折舊憑證,
Automatically Add Taxes and Charges from Item Tax Template,從專案稅模板自動新增稅費,
Automatically Fetch Payment Terms,自動獲取付款條款,
Show Payment Schedule in Print,在列印中顯示付款工時單,
Currency Exchange Settings,外幣匯率設定,
Allow Stale Exchange Rates,允許使用歷史匯率,
Stale Days,信用證有效期天數,
Report Settings,報表設定,
Use Custom Cash Flow Format,使用自定義現金流量格式,
Allowed To Transact With,允許與。。。交易,
SWIFT number,環球銀行金融電信協會程式碼,
Branch Code,分行程式碼,
Address and Contact,地址和聯絡方式,
Address HTML,地址HTML,
Contact HTML,聯絡HTML,
Data Import Configuration,資料匯入配置,
Bank Transaction Mapping,銀行交易對映,
Plaid Access Token,格子訪問令牌,
Company Account,公司帳號,
Account Subtype,帳戶子型別,
Is Default Account,是預設帳戶,
Is Company Account,是公司帳戶,
Party Details,往來單位詳細資訊,
Account Details,科目資訊,
IBAN,IBAN,
Bank Account No,銀行帳號,
Integration Details,整合細節,
Integration ID,整合ID,
Last Integration Date,上次整合日期,
Change this date manually to setup the next synchronization start date,手動更改此日期以設定下一個同步開始日期,
Mask,面具,
Bank Account Subtype,銀行帳戶子型別,
Bank Account Type,銀行賬戶型別,
Bank Guarantee,銀行擔保,
Bank Guarantee Type,銀行擔保型別,
Receiving,接收,
Providing,提供,
Reference Document Name,參考檔名稱,
Validity in Days,有效天數,
Bank Account Info,銀行賬戶資訊,
Clauses and Conditions,條款和條件,
Other Details,其他詳情,
Bank Guarantee Number,銀行擔保編號,
Name of Beneficiary,受益人姓名,
Margin Money,保證金,
Charges Incurred,產生的費用,
Fixed Deposit Number,定期存款編號,
Account Currency,科目幣種,
Select the Bank Account to reconcile.,選擇要對帳的銀行帳戶。,
Include Reconciled Entries,包括核銷分錄,
Get Payment Entries,獲取付款項,
Payment Entries,付款項,
Update Clearance Date,更新清算日期,
Bank Reconciliation Detail,銀行對帳資訊,
Cheque Number,支票號碼,
Cheque Date,支票日期,
Statement Header Mapping,對帳單抬頭對照關係,
Statement Headers,對帳單抬頭,
Transaction Data Mapping,交易資料對映,
Mapped Items,已對映的專案,
Bank Statement Settings Item,銀行對賬單設定項,
Mapped Header,已對映的標題,
Bank Header,銀行標題,
Bank Statement Transaction Entry,銀行對賬單交易分錄,
Bank Transaction Entries,銀行交易分錄,
New Transactions,新交易,
Match Transaction to Invoices,將交易記錄與費用清單匹配,
Create New Payment/Journal Entry,建立新的付款/日記賬分錄,
Submit/Reconcile Payments,提交/核銷付款,
Matching Invoices,匹配費用清單,
Payment Invoice Items,付款要求,
Reconciled Transactions,已核對的交易,
Bank Statement Transaction Invoice Item,銀行對賬單交易費用清單條目,
Payment Description,付款說明,
Invoice Date,費用清單日期,
invoice,發票,
Bank Statement Transaction Payment Item,銀行對賬單交易付款專案,
outstanding_amount,未付金額,
Payment Reference,付款憑據,
Bank Statement Transaction Settings Item,銀行對賬單交易設定專案,
Bank Data,銀行資料,
Mapped Data Type,已對映資料型別,
Mapped Data,已對映資料,
Bank Transaction,銀行交易,
